selected_generators,num_search_qubits,dimension,seed,train_sample_count,backend,shots,measurement_policy,max_candidates_per_shotbatch,oracle_mode,learner,refit_policy,training_contains_hidden_optimum,initial_matches_hidden_optimum,found_hidden_exact_optimum,success_within_1_percent,success_within_3_percent,success_within_5_percent,random_exact_success_probability,random_success_within_3_percent_probability,algorithmic_ed_lp_calls,search_verification_calls,hidden_reference_ed_lp_calls,circuit_executions,total_shots,verified_candidates,max_qubits,max_transpiled_depth,learner_fallback,train_pairwise_order_accuracy,train_best_rank,train_best_bitstring,train_best_true_cost,num_pairs,num_pairwise_violations,pairwise_hinge_loss,surrogate_piece_count,surrogate_max_weight,surrogate_total_weight,refit_count,observed_sample_count,observed_indices,status,error_type,error
"[0, 2, 5]",6,64,1,4,qasm,2000,shot_batch,3,learned,rank_hinge,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,1,4,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,2,4,qasm,2000,shot_batch,3,learned,mismatch,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,2,4,qasm,2000,shot_batch,3,learned,mismatch,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,2,4,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,2,4,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,2,4,qasm,2000,shot_batch,3,learned,rank_hinge,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,2,4,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,3,4,qasm,2000,shot_batch,3,learned,mismatch,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,3,4,qasm,2000,shot_batch,3,learned,mismatch,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,3,4,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,3,4,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,3,4,qasm,2000,shot_batch,3,learned,rank_hinge,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,3,4,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,4,4,qasm,2000,shot_batch,3,learned,mismatch,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,4,4,qasm,2000,shot_batch,3,learned,mismatch,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,4,4,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,4,4,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,4,4,qasm,2000,shot_batch,3,learned,rank_hinge,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,4,4,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_invalid_config,invalid_config,6q configs use train_sample_count 8 or 16
"[0, 2, 5]",6,64,0,8,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,True,True,True,True,0.640625,0.640625,49,41,64,27,54000,81,16,101,,0.35714285714285715,1,110010,29235.397539314705,28,18,25.0,2,1,6,0,8,"[1, 2, 5, 16, 19, 30, 37, 48]",ok,,
"[0, 2, 5]",6,64,0,8,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,True,True,True,True,0.703125,0.703125,53,45,64,37,74000,111,20,736,,0.35714285714285715,1,110010,29235.397539314705,28,18,25.0,2,1,6,5,13,"[1, 2, 3, 5, 7, 11, 14, 15, 16, 19, 30, 37, 48]",ok,,
"[0, 2, 5]",6,64,0,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,False,False,True,True,True,True,0.65625,0.65625,50,42,64,36,72000,108,27,1426,,0.5357142857142857,1,110010,29235.397539314705,28,13,29.0,2,4,15,0,8,"[1, 2, 5, 16, 19, 30, 37, 48]",ok,,
"[0, 2, 5]",6,64,0,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,False,False,False,False,False,False,0.3125,0.3125,28,20,64,13,26000,39,27,1452,,0.5357142857142857,1,110010,29235.397539314705,28,13,29.0,2,4,15,1,9,"[1, 2, 5, 14, 16, 19, 30, 37, 48]",ok,,
"[0, 2, 5]",6,64,0,8,qasm,2000,shot_batch,3,learned,rank_hinge,none,False,False,False,False,False,False,0.578125,0.578125,45,37,64,32,64000,96,17,655,,0.6428571428571429,1,110010,29235.397539314705,28,10,14.0,2,4,7,0,8,"[1, 2, 5, 16, 19, 30, 37, 48]",ok,,
"[0, 2, 5]",6,64,0,8,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,False,False,False,False,False,False,0.25,0.25,24,16,64,13,26000,39,17,120,,0.6428571428571429,1,110010,29235.397539314705,28,10,14.0,2,4,7,1,9,"[1, 2, 5, 14, 16, 19, 30, 37, 48]",ok,,
"[0, 2, 5]",6,64,1,8,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,False,False,False,False,0.546875,0.546875,43,35,64,20,40000,60,20,494,,0.6428571428571429,1,100100,28471.911164,28,10,14.0,2,2,7,0,8,"[2, 9, 27, 30, 44, 52, 57, 60]",ok,,
"[0, 2, 5]",6,64,1,8,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,False,False,False,False,0.5,0.5,40,32,64,18,36000,54,20,249,,0.6428571428571429,1,100100,28471.911164,28,10,14.0,2,2,7,3,11,"[2, 7, 9, 27, 30, 31, 44, 45, 52, 57, 60]",ok,,
"[0, 2, 5]",6,64,1,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,False,False,False,False,False,False,0.5,0.5,40,32,64,23,46000,69,27,1459,,0.7142857142857143,1,100100,28471.911164,28,8,20.0,2,5,16,0,8,"[2, 9, 27, 30, 44, 52, 57, 60]",ok,,
"[0, 2, 5]",6,64,1,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_0 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,1,8,qasm,2000,shot_batch,3,learned,rank_hinge,none,False,False,False,False,False,False,0.390625,0.390625,33,25,64,23,46000,69,27,2112,,0.8571428571428571,1,100100,28471.911164,28,4,5.0,2,4,13,0,8,"[2, 9, 27, 30, 44, 52, 57, 60]",ok,,
"[0, 2, 5]",6,64,1,8,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,False,False,False,False,False,False,0.3125,0.3125,28,20,64,11,22000,33,27,702,,0.8571428571428571,1,100100,28471.911164,28,4,5.0,2,4,13,2,10,"[2, 9, 11, 12, 27, 30, 44, 52, 57, 60]",ok,,
"[0, 2, 5]",6,64,2,8,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,False,False,False,False,0.421875,0.421875,35,27,64,19,38000,57,24,972,,0.8214285714285714,1,111100,24578.2152604,28,5,9.0,2,2,11,0,8,"[6, 7, 15, 18, 25, 28, 47, 50]",ok,,
"[0, 2, 5]",6,64,2,8,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,False,False,False,False,0.375,0.375,32,24,64,15,30000,45,24,489,,0.8214285714285714,1,111100,24578.2152604,28,5,9.0,2,2,11,2,10,"[6, 7, 13, 15, 18, 25, 27, 28, 47, 50]",ok,,
"[0, 2, 5]",6,64,2,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_13 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,2,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_13 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,2,8,qasm,2000,shot_batch,3,learned,rank_hinge,none,False,False,False,False,False,False,0.453125,0.453125,37,29,64,15,30000,45,20,1565,,0.9285714285714286,1,111100,24578.2152604,28,2,3.0,2,3,11,0,8,"[6, 7, 15, 18, 25, 28, 47, 50]",ok,,
"[0, 2, 5]",6,64,2,8,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,False,False,False,False,False,False,0.390625,0.390625,33,25,64,15,30000,45,27,1565,,0.9285714285714286,1,111100,24578.2152604,28,2,3.0,2,3,11,2,10,"[6, 7, 13, 15, 18, 25, 27, 28, 47, 50]",ok,,
"[0, 2, 5]",6,64,3,8,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,True,True,True,True,0.421875,0.421875,35,27,64,18,36000,54,20,730,,0.6428571428571429,1,110100,25022.74363475294,28,10,23.0,2,2,8,0,8,"[5, 11, 14, 37, 46, 49, 54, 60]",ok,,
"[0, 2, 5]",6,64,3,8,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,True,True,True,True,0.515625,0.515625,41,33,64,18,36000,54,20,736,,0.6428571428571429,1,110100,25022.74363475294,28,10,23.0,2,2,8,1,9,"[3, 5, 11, 14, 37, 46, 49, 54, 60]",ok,,
"[0, 2, 5]",6,64,3,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_0 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,3,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_0 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,3,8,qasm,2000,shot_batch,3,learned,rank_hinge,none,False,False,False,False,False,False,0.0,0.0,8,0,64,0,0,0,0,0,,0.6785714285714286,1,110100,25022.74363475294,28,9,11.0,2,3,15,0,8,"[5, 11, 14, 37, 46, 49, 54, 60]",ok,,
"[0, 2, 5]",6,64,3,8,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,False,False,False,False,False,False,0.0,0.0,8,0,64,0,0,0,0,0,,0.6785714285714286,1,110100,25022.74363475294,28,9,11.0,2,3,15,0,8,"[5, 11, 14, 37, 46, 49, 54, 60]",ok,,
"[0, 2, 5]",6,64,4,8,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,False,False,False,False,0.234375,0.234375,23,15,64,12,24000,36,24,968,,0.5,1,011000,28531.629464961763,28,14,27.0,2,3,10,0,8,"[6, 31, 41, 52, 54, 57, 60, 61]",ok,,
"[0, 2, 5]",6,64,4,8,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,False,False,False,False,0.234375,0.234375,23,15,64,12,24000,36,24,968,,0.5,1,011000,28531.629464961763,28,14,27.0,2,3,10,0,8,"[6, 31, 41, 52, 54, 57, 60, 61]",ok,,
"[0, 2, 5]",6,64,4,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_4 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,4,8,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_4 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,4,8,qasm,2000,shot_batch,3,learned,rank_hinge,none,False,False,False,False,False,False,0.296875,0.296875,27,19,64,12,24000,36,17,1007,,0.75,1,011000,28531.629464961763,28,7,8.0,2,3,5,0,8,"[6, 31, 41, 52, 54, 57, 60, 61]",ok,,
"[0, 2, 5]",6,64,4,8,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,False,False,False,False,False,False,0.296875,0.296875,27,19,64,12,24000,36,17,1007,,0.75,1,011000,28531.629464961763,28,7,8.0,2,3,5,0,8,"[6, 31, 41, 52, 54, 57, 60, 61]",ok,,
"[0, 2, 5]",6,64,0,16,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,False,False,False,False,0.296875,0.296875,35,19,64,13,26000,39,24,744,,0.5677966101694916,1,011100,28212.01718604706,118,51,84.0,2,2,8,0,16,"[0, 2, 5, 10, 14, 17, 26, 31, 32, 38, 41, 46, 47, 54, 61, 62]",ok,,
"[0, 2, 5]",6,64,0,16,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,False,False,False,False,0.296875,0.296875,35,19,64,13,26000,39,24,744,,0.5677966101694916,1,011100,28212.01718604706,118,51,84.0,2,2,8,1,16,"[0, 2, 5, 10, 14, 17, 26, 31, 32, 38, 41, 46, 47, 54, 61, 62]",ok,,
"[0, 2, 5]",6,64,0,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_0 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,0,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_0 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,0,16,qasm,2000,shot_batch,3,learned,rank_hinge,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_1 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,0,16,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_1 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,1,16,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,False,False,False,False,0.46875,0.46875,46,30,64,23,46000,69,24,721,,0.475,1,011100,28212.01718604706,120,63,103.0,2,2,8,0,16,"[1, 8, 14, 16, 17, 18, 23, 25, 26, 38, 45, 49, 51, 53, 61, 63]",ok,,
"[0, 2, 5]",6,64,1,16,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,False,False,False,False,0.453125,0.453125,45,29,64,19,38000,57,24,492,,0.475,1,011100,28212.01718604706,120,63,103.0,2,2,8,2,18,"[1, 8, 14, 15, 16, 17, 18, 19, 23, 25, 26, 38, 45, 49, 51, 53, 61, 63]",ok,,
"[0, 2, 5]",6,64,1,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,False,False,False,False,False,False,0.484375,0.484375,47,31,64,24,48000,72,27,1434,,0.6916666666666667,1,011100,28212.01718604706,120,37,97.0,2,7,18,0,16,"[1, 8, 14, 16, 17, 18, 23, 25, 26, 38, 45, 49, 51, 53, 61, 63]",ok,,
"[0, 2, 5]",6,64,1,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (33) in small_sample_gate_level_tau_0 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,1,16,qasm,2000,shot_batch,3,learned,rank_hinge,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_4 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,1,16,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_4 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,2,16,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,True,True,True,True,0.53125,0.53125,50,34,64,29,58000,87,16,167,,0.45,1,101100,27956.61606872647,120,66,105.0,2,1,6,0,16,"[4, 6, 12, 13, 16, 19, 22, 25, 35, 41, 43, 44, 48, 55, 60, 62]",ok,,
"[0, 2, 5]",6,64,2,16,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,True,True,True,True,0.53125,0.53125,50,34,64,29,58000,87,16,199,,0.45,1,101100,27956.61606872647,120,66,105.0,2,1,6,4,19,"[3, 4, 6, 12, 13, 15, 16, 19, 22, 25, 27, 35, 41, 43, 44, 48, 55, 60, 62]",ok,,
"[0, 2, 5]",6,64,2,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_11 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,2,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_11 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,2,16,qasm,2000,shot_batch,3,learned,rank_hinge,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_12 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,2,16,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_12 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,3,16,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,True,True,True,True,0.421875,0.421875,43,27,64,16,32000,48,16,101,,0.48333333333333334,1,110100,25022.74363475294,120,62,97.0,2,1,6,0,16,"[2, 5, 6, 9, 10, 11, 13, 17, 20, 26, 30, 33, 38, 39, 43, 47]",ok,,
"[0, 2, 5]",6,64,3,16,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,True,True,True,True,0.40625,0.40625,42,26,64,16,32000,48,16,101,,0.48333333333333334,1,110100,25022.74363475294,120,62,97.0,2,1,6,2,17,"[2, 3, 5, 6, 9, 10, 11, 13, 17, 20, 26, 30, 33, 38, 39, 43, 47]",ok,,
"[0, 2, 5]",6,64,3,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_13 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,3,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_13 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,3,16,qasm,2000,shot_batch,3,learned,rank_hinge,none,False,False,True,True,True,True,0.40625,0.40625,42,26,64,16,32000,48,27,1401,,0.6666666666666666,1,110100,25022.74363475294,120,40,63.0,2,5,14,0,16,"[2, 5, 6, 9, 10, 11, 13, 17, 20, 26, 30, 33, 38, 39, 43, 47]",ok,,
"[0, 2, 5]",6,64,3,16,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,False,False,True,True,True,True,0.125,0.125,24,8,64,4,8000,12,27,2,,0.6666666666666666,1,110100,25022.74363475294,120,40,63.0,2,5,14,2,17,"[2, 3, 5, 6, 9, 10, 11, 13, 17, 20, 26, 30, 33, 38, 39, 43, 47]",ok,,
"[0, 2, 5]",6,64,4,16,qasm,2000,shot_batch,3,learned,mismatch,none,False,False,False,False,False,False,0.609375,0.609375,55,39,64,41,82000,123,20,736,,0.6583333333333333,1,110100,25022.74363475294,120,41,61.0,2,2,7,0,16,"[5, 11, 17, 23, 26, 27, 35, 37, 38, 45, 47, 49, 52, 53, 57, 61]",ok,,
"[0, 2, 5]",6,64,4,16,qasm,2000,shot_batch,3,learned,mismatch,accepted,False,False,False,False,False,False,0.609375,0.609375,55,39,64,41,82000,123,20,736,,0.6583333333333333,1,110100,25022.74363475294,120,41,61.0,2,2,7,5,19,"[5, 7, 11, 15, 17, 19, 23, 26, 27, 35, 37, 38, 45, 47, 49, 52, 53, 57, 61]",ok,,
"[0, 2, 5]",6,64,4,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_8 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,4,16,qasm,2000,shot_batch,3,learned,pairwise_ranking,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_8 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,4,16,qasm,2000,shot_batch,3,learned,rank_hinge,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_8 is greater than maximum (29) in the coupling_map'
"[0, 2, 5]",6,64,4,16,qasm,2000,shot_batch,3,learned,rank_hinge,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped_resource_limit,resource_limit,'Number of qubits (30) in small_sample_gate_level_tau_8 is greater than maximum (29) in the coupling_map'
